company,title,salary,location,submit date,start date
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,019","FREMONT, CA",03/10/2022,08/21/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,237","AUSTIN, TX",08/22/2022,09/02/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,237","FREMONT, CA",03/10/2022,08/11/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,250","FREMONT, CA",02/02/2021,05/16/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,390","FREMONT, CA",10/21/2020,04/06/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,725","PALO ALTO, CA",02/24/2021,08/26/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"145,739","PALO ALTO, CA",05/06/2021,09/15/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"146,042","FREMONT, CA",04/14/2022,04/14/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"146,281","FREMONT, CA",03/14/2022,03/28/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"146,700","FREMONT, CA",02/18/2021,08/20/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,000","FREMONT, CA",03/30/2022,07/22/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,386","PALO ALTO, CA",09/22/2021,03/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,386","PALO ALTO, CA",11/19/2021,12/15/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,687","AUSTIN, TX",10/31/2022,11/14/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,788","FREMONT, CA",03/01/2022,08/28/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,900","PALO ALTO, CA",08/19/2020,10/25/2020
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"147,955","AUSTIN, TX",04/06/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,000","FREMONT, CA",03/01/2021,08/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,000","FREMONT, CA",04/27/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,476","PALO ALTO, CA",04/20/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,476","PALO ALTO, CA",05/06/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,476","PALO ALTO, CA",03/02/2022,09/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,476","PALO ALTO, CA",03/16/2022,08/20/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,550","FREMONT, CA",05/06/2021,09/10/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,571","FREMONT, CA",06/28/2021,11/05/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,750","FREMONT, CA",09/30/2022,03/25/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"148,750","FREMONT, CA",09/23/2022,12/27/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"149,000","PALO ALTO, CA",02/09/2022,08/10/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"149,205","FREMONT, CA",03/30/2022,08/11/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"149,521","PALO ALTO, CA",05/24/2021,08/26/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"149,750","FREMONT, CA",06/06/2022,09/06/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","FREMONT, CA",01/11/2021,01/25/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","PALO ALTO, CA",09/01/2021,09/15/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","PALO ALTO, CA",04/19/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","FREMONT, CA",05/26/2021,06/09/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","SUNNYVALE, CA",05/05/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","FREMONT, CA",03/01/2021,03/22/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,000","PALO ALTO, CA",04/08/2021,04/21/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,075","FREMONT, CA",03/30/2021,09/10/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,161","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,282","FREMONT, CA",04/08/2022,08/24/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,520","FREMONT, CA",08/11/2020,01/29/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"150,786","FREMONT, CA",10/28/2022,03/16/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"151,200","FREMONT, CA",09/15/2022,01/16/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"151,261","FREMONT, CA",05/31/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"151,500","FREMONT, CA",04/27/2021,09/24/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"151,971","PALO ALTO, CA",12/10/2020,12/24/2020
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,000","FREMONT, CA",01/25/2022,06/24/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,000","PALO ALTO, CA",03/01/2021,08/31/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,000","FREMONT, CA",02/24/2022,06/24/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,000","FREMONT, CA",03/03/2022,06/24/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,000","PALO ALTO, CA",03/04/2022,08/12/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,559","FREEMONT, CA",05/11/2023,10/19/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,559","FREMONT, CA",06/01/2023,10/19/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,700","FREMONT, CA",04/07/2022,06/05/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"152,800","FREMONT, CA",04/27/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"153,000","FREMONT, CA",12/22/2020,05/07/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"153,000","PALO ALTO, CA",06/03/2021,06/03/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"153,153","FREMONT, CA",05/02/2023,09/02/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"154,000","FREMONT, CA",05/01/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"154,548","FREMONT, CA",09/05/2023,02/13/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"154,548","FREMONT, CA",09/22/2023,03/23/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"154,700","FREMONT, CA",11/02/2023,04/06/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"154,882","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","PHOENIX, AZ",07/13/2021,07/26/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","FREMONT, CA",04/19/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","FREMONT, CA",05/20/2020,10/01/2020
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","SAN JOSE, CA",05/20/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","FREMONT, CA",05/31/2022,06/09/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","PALO ALTO, CA",02/27/2020,07/17/2020
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","FREMONT, CA",03/30/2021,09/24/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,000","PALO ALTO, CA",01/15/2021,01/22/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,499","PALO ALTO, CA",05/09/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,499","PALO ALTO, CA",05/17/2023,07/26/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,708","PALO ALTO, CA",02/16/2021,08/18/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,750","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"155,925","AUBURN HILLS, MI",02/07/2023,02/13/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,000","FREMONT, CA",10/27/2021,02/04/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,621","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,650","PALO ALTO, CA",04/07/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,664","HAYWARD, CA",08/23/2023,02/22/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,750","AUSTIN, TX",07/29/2022,08/11/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,750","FREMONT, CA",08/25/2021,09/08/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,750","FREMONT, CA",03/02/2022,09/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,750","AUSTIN, TX",06/15/2022,06/20/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,907","FREMONT, CA",10/11/2022,02/10/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"156,907","FREMONT, CA",10/19/2022,02/10/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"157,137","PALO ALTO, CA",04/05/2023,08/11/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"157,500","FREMONT, CA",06/21/2021,11/15/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"157,500","AUSTIN, TX",04/17/2023,05/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"157,769","FREMONT, CA",03/16/2023,08/21/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"158,000","FREMONT, CA",11/02/2022,03/30/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"158,409","FREMONT, CA",11/02/2023,01/28/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"158,550","FREMONT, CA",04/06/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"158,623","PALO ALTO, CA",04/26/2021,09/06/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"158,868","BELLEVUE, WA",04/14/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"159,000","FREMONT, CA",11/29/2022,04/30/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"159,027","FREMONT, CA",07/12/2022,12/30/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"159,883","FREMONT, CA",05/31/2022,06/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",10/06/2021,10/20/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","AUSTIN, TX",12/22/2022,01/03/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",12/22/2022,01/03/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","PALO ALTO, CA",04/15/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",06/10/2021,06/21/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",03/16/2021,04/05/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","PALO ALTO, CA",03/15/2022,09/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","PALO ALTO, CA",05/03/2021,05/17/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","AUSTIN, TX",04/06/2022,04/14/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",10/27/2021,11/08/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","AUSTIN, TX",10/29/2021,11/08/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,000","FREMONT, CA",08/11/2021,08/24/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"160,380","AUSTIN, TX",08/01/2022,08/31/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"161,200","FREMONT, CA",04/11/2022,07/08/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"161,382","FREMONT, CA",05/17/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"161,471","FREMONT, CA",05/10/2024,10/01/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"161,500","FREMONT, CA",05/10/2022,05/20/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"161,500","FREMONT, CA",02/10/2022,02/23/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,000","FREMONT, CA",05/26/2022,05/27/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,000","FREMONT, CA",09/22/2023,02/26/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,081","BELLEVUE, WA",08/17/2023,12/14/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,100","PALO ALTO, CA",04/21/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,338","PALO ALTO, CA",08/30/2022,01/22/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,435","FREMONT, CA",09/13/2023,02/24/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"162,673","PALO ALTO, CA",08/14/2023,01/22/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,000","PALO ALTO, CA",06/02/2021,06/10/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,000","FREMONT, CA",04/24/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,709","SUNNYVALE, CA",05/30/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,709","PALO ALTO, CA",06/29/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,709","PALO ALTO, CA",06/26/2023,12/24/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"163,771","FREMONT, CA",11/16/2022,04/13/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"164,000","FREMONT, CA",06/09/2023,11/09/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"164,140","FREMONT, CA",07/21/2023,11/16/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"164,581","PALO ALTO, CA",10/18/2023,03/15/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"164,581","PALO ALTO, CA",08/11/2023,01/18/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"164,602","PALO ALTO, CA",05/02/2023,09/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",12/23/2020,01/05/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","PALO ALTO, CA",01/04/2021,01/18/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",04/15/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","SAN JOSE, CA",04/29/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","PALO ALTO, CA",06/09/2021,06/21/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","SUNNYVALE, CA",05/18/2022,05/31/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",02/16/2022,03/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",04/09/2021,05/12/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","PALO ALTO, CA",04/21/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","AUSTIN, TX",04/22/2021,05/06/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",04/29/2021,05/10/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","AUSTIN, TX",04/21/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","AUSTIN, TX",11/09/2022,11/21/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,000","FREMONT, CA",12/11/2020,12/25/2020
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,500","PALO ALTO, CA",04/05/2023,09/16/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,600","FREMONT, CA",08/16/2022,01/20/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,760","PALO ALTO, CA",04/12/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"165,888","FREMONT, CA",04/29/2022,05/02/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"166,250","BELLEVUE, WA",04/24/2024,05/20/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"166,875","PALO ALTO, CA",05/02/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,000","PALO ALTO, CA",02/16/2021,06/13/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,000","PALO ALTO, CA",01/29/2021,06/13/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,200","PALO ALTO, CA",05/06/2021,11/05/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,213","FREMONT, CA",07/12/2022,11/04/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,400","FREMONT, CA",05/08/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"167,605","PALO ALTO, CA",07/14/2022,07/25/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"168,092","AUSTIN, TX",10/28/2022,11/10/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"168,121","FREMONT, CA",06/02/2023,11/09/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"168,480","PALO ALTO, CA",09/22/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"169,379","FREMONT, CA",03/14/2024,07/26/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","BELLEVUE, WA",10/01/2021,10/14/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","FREMONT, CA",07/21/2023,11/30/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","FREMONT, CA",05/10/2022,05/20/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","PALO ALTO, CA",05/20/2022,06/02/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,000","PALO ALTO, CA",12/15/2021,01/03/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"170,775","FREMONT, CA",11/13/2023,05/12/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"171,810","AUSTIN, TX",05/16/2022,05/17/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"172,000","BELLEVUE, WA",05/09/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"173,448","FREMONT, CA",07/15/2022,01/02/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"174,300","FREMONT, CA",02/15/2024,08/10/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","AUSTIN, TX",07/13/2022,07/25/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","PALO ALTO, CA",05/30/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","SEATTLE, WA",02/18/2021,02/26/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","FREMONT, CA",03/06/2023,03/20/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","PALO ALTO, CA",04/01/2022,04/15/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","FREMONT, CA",10/26/2021,11/05/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"175,000","PALO ALTO, CA",08/10/2023,09/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"176,468","PALO ALTO, CA",07/11/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"176,964","FREMONT, CA",10/21/2022,03/23/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"178,500","PALO ALTO, CA",08/28/2023,12/15/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"179,900","PALO ALTO, CA",05/03/2023,11/02/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","FREMONT, CA",10/28/2022,11/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","PALO ALTO, CA",12/18/2020,05/14/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","FREMONT, CA",04/14/2022,04/28/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","PALO ALTO, CA",02/25/2021,03/15/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","FREMONT, CA",03/03/2023,03/20/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","FREMONT, CA",04/08/2021,04/21/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"180,000","PALO ALTO, CA",01/25/2021,02/10/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"183,594","PALO ALTO, CA",06/14/2021,12/12/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","FREMONT, CA",10/21/2021,11/04/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","FREMONT, CA",05/01/2023,05/15/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","PALO ALTO, CA",05/12/2023,05/25/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","FREMONT, CA",04/17/2024,04/29/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","BELLEVUE, WA",01/06/2023,01/16/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"185,000","FREMONT, CA",09/20/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"187,500","FREMONT, CA",05/12/2023,05/24/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"188,000","PALO ALTO, CA",10/25/2023,03/15/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"188,000","PALO ALTO, CA",05/04/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"189,000","PALO ALTO, CA",12/22/2022,01/03/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"189,000","AUSTIN, TX",02/07/2023,02/20/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"189,000","AUSTIN, TX",03/27/2023,03/28/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"190,000","FREMONT, CA",03/11/2022,03/28/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"194,250","FREMONT, CA",05/31/2022,05/31/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"195,000","FREMONT, CA",04/29/2022,05/16/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"200,000","FREMONT, CA",01/28/2021,02/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"200,000","PALO ALTO, CA",01/24/2023,01/31/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"200,000","FREMONT, CA",11/21/2022,02/06/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"208,000","PALO ALTO, CA",12/22/2020,06/01/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"208,000","PALO ALTO, CA",01/21/2021,05/11/2021
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"210,000","PALO ALTO, CA",12/06/2022,12/13/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"210,000","PALO ALTO, CA",03/23/2023,04/03/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"210,000","FREMONT, CA",02/20/2024,08/14/2024
